Sr. No,Sample ID,Unnamed: 2,Date,Location,Kit used,CtN,CtE,CtRdRp,PCR Result
405.0,SSBS/W/2022/405,S-405,25-01-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
428.0,SSBS/W/2022/428,S-428,01-02-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
456.0,SSBS/S/2022/456,S-456,08-02-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
484.0,SSBS/S/2022/484,S-484,15-02-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
512.0,SSBS/S/2022/512,S-512,22-02-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
540.0,SSBS/S/2022/540,S-540,01-03-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
572.0,SSBS/S/2022/572,S-572,08-03-2022,Jai bhavani nagar pashan,Genepath,34.99,0.0,0.0,Negative
600.0,SSBS/S/2022/600,S-600,15-03-2022,Jai bhavani nagar pashan,Genepath,0.0,39.0,0.0,Negative
623.0,SSBS/S/2022/623,S-623,22-03-2022,Jai bhavani nagar pashan,Genepath,0.0,36.99,0.0,Negative
652.0,SSBS/S/2022/652,S-652,29-03-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
0.0,SSBS/S/2022/680,S-680,06-04-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
703.0,SSBS/S/2022/703,S-703,12-04-2022,Jai bhavani nagar pashan,Genepath,35.7,0.0,0.0,Negative
731.0,SSBS/S/2022/731,S-731,20-04-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
759.0,SSBS/S/2022/759,S-759,26-04-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
786.0,SSBS/S/2022/786,S-786,04-05-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
808.0,SSBS/S/2022/808,S-808,10-05-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
836.0,SSBS/S/2022/836,S-836,17-05-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
863.0,SSBS/S/2022/863,S-863,24-05-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
892.0,SSBS/S/2022/892,S-892,31-05-2022,Jai bhavani nagar pashan,Genepath,0.0,35.95,0.0,Negative
919.0,SSBS/S/2022/919,S-919,07-06-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
946.0,SSBS/S/2022/946,S-946,14-06-2022,Jai bhavani nagar pashan,Genepath,35.6,35.8,35.1,Positive
969.0,SSBS/S/2022/969,S-969,21-06-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
994.0,SSBS/S/2022/994,S-994,28-06-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
1021.0,SSBS/M/2022/1021,S-1021,05-07-2022,Jai bhavani nagar pashan,Genepath,0.0,39.8,0.0,Negative
1048.0,SSBS/M/2022/1048,S-1048,12-07-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
1074.0,SSBS/M/2022/1074,S-1074,19-07-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
1100.0,SSBS/M/2022/1100,S-1100,26-07-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
1126.0,SSBS/M/2022/1126,S-1126,02-08-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
1152.0,SSBS/M/2022/1152,S-1152,09-08-2022,Jai bhavani nagar pashan,Genepath,40.86,0.0,0.0,Negative
1167.0,SSBS/M/2022/1167,S-1167,16-08-2022,Jai bhavani nagar pashan,Genepath,0.0,39.69,33.05,Negative
1189.0,SSBS/M/2022/1189,S-1189,23-08-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
1212.0,SSBS/M/2022/1212,S-1212,30-08-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
1250.0,SSBS/M/2022/1250,S-1250,13-09-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
1272.0,SSBS/M/2022/1272,S-1272,20-09-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
1294.0,SSBS/M/2022/1294,S-1294,27-09-2022,Jai bhavani nagar pashan,Genepath,0.0,0.0,0.0,Negative
