Sr. No,Sample ID,Unnamed: 2,Date,Location,Kit used,CtN,CtE,CtRdRp,PCR Result
254,SSBS/W/2021/254,S-254,17-12-2021,"Phugewadi-Dapodi, sai service",Genepath,35,36,35,Positive
255,SSBS/W/2021/255,S-255,17-12-2021,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
278,SSBS/W/2021/278,S-278,23-12-2021,Dapodi - Old sangvi Bridge,Genepath,0,37.72,36.2,Negative
282,SSBS/W/2021/282,S-282,24-12-2021,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
283,SSBS/W/2021/283,S-283,24-12-2021,"Harris Bridge, Dapodi",Genepath,35.9,37.3,36.3,Positive
305,SSBS/W/2021/305,S-305,30-12-2021,Dapodi - Old sangvi Bridge,Genepath,33.6,38.9,36.7,Positive
319,SSBS/W/2021/309,S-309,31-12-2021,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
310,SSBS/W/2021/310,S-310,31-12-2021,"Harris Bridge, Dapodi",Genepath,33.1,36.3,34.8,Positive
333,SSBS/W/2022/333,S-333,6/1/2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
334,SSBS/W/2021/334,S-334,7/1/2022,"Harris Bridge, Dapodi",Genepath,30.12,33.01,31.53,Positive
335,SSBS/W/2021/335,S-335,7/1/2022,"Phugewadi-Dapodi, sai service",Genepath,32.9,35,34.27,Positive
337,SSBS/W/2021/337,S-337,7/1/2022,"Phugewadi-Dapodi, sai service",Genepath,30.98,34.47,32.86,Positive
361,SSBS/W/2022/361,S-361,13-01-2022,"Phugewadi-Dapodi, sai service",Genepath,30.47,33,32.95,Positive
365,SSBS/W/2022/365,S-365,15-01-2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
366,SSBS/W/2022/366,S-366,15-01-2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
385,SSBS/W/2022/385,S-385,20-01-2022,"Phugewadi-Dapodi, sai service",Genepath,30,33.8,32.9,Positive
412,SSBS/W/2022/412,S-412,28-01-2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
417,SSBS/W/2022/417,S-417,29-01-2022,"Harris Bridge, Dapodi",Genepath,31.54,37.24,36.15,Positive
418,SSBS/W/2022/418,S-418,29-01-2022,"Phugewadi-Dapodi, sai service",Genepath,32,36.58,35.12,Positive
444,SSBS/W/2022/444,S-444,3/2/2022,Dapodi - Old sangvi Bridge,Genepath,32.11,36.4,35.29,Positive
448,SSBS/S/2022/448,S-448,4/2/2022,"Phugewadi-Dapodi, sai service",Genepath,35.72,35.62,35.81,Positive
449,SSBS/S/2022/449,S-449,4/2/2022,"Harris Bridge, Dapodi",Genepath,36.8,35.89,35.87,Positive
468,SSBS/S/2022/468,S-468,10/2/2022,"Phugewadi-Dapodi, sai service",Genepath,34.7,34.4,35.3,Positive
473,SSBS/S/2022/473,S-473,11/2/2022,"Harris Bridge, Dapodi",Genepath,35.9,38.7,0,Negative
474,SSBS/S/2022/474,S-474,11/2/2022,"Phugewadi-Dapodi, sai service",Genepath,34.9,37.3,37.74,Negative
496,SSBS/S/2022/496,S-496,17-02-2022,Dapodi - Old sangvi Bridge,Genepath,36.5,39.9,36.8,Positive
501,SSBS/S/2022/501,S-501,18-02-2022,"Harris Bridge, Dapodi",Genepath,0,38.5,37.7,Negative
502,SSBS/S/2022/502,S-502,18-02-2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,37.74,Negative
528,SSBS/S/2022/528,S-528,24-02-2022,Dapodi - Old sangvi Bridge,Genepath,0,37.58,24.37,Negative
532,SSBS/S/2022/532,S-532,25-02-2022,"Phugewadi-Dapodi, sai service",Genepath,34.87,0,0,Negative
533,SSBS/S/2022/533,S-533,25-02-2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
556,SSBS/S/2022/556,S-556,3/3/2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
560,SSBS/S/2022/560,S-560,4/3/2022,"Phugewadi-Dapodi, sai service",Genepath,36.74,0,40,Negative
561,SSBS/S/2022/561,S-561,4/3/2022,"Harris Bridge, Dapodi",Genepath,37.21,0,39.77,Negative
584,SSBS/S/2022/584,S-584,10/3/2022,Dapodi - Old sangvi Bridge,Genepath,35.96,0,0,Negative
588,SSBS/S/2022/588,S-588,11/3/2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
589,SSBS/S/2022/589,S-589,11/3/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
608,SSBS/S/2022/608,S-608,17-03-2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
635,SSBS/S/2022/635,S-635,24-03-2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
639,SSBS/S/2022/639,S-639,25-03-2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
640,SSBS/S/2022/640,S-640,25-03-2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
659,SSBS/S/2022/659,S-659,31-03-2022,Dapodi - Old sangvi Bridge,Genepath,0,38.88,0,Negative
667,SSBS/S/2022/667,S-667,1/4/2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
668,SSBS/S/2022/668,S-668,1/4/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
691,SSBS/S/2022/691,S-691,7/4/2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
695,SSBS/S/2022/695,S-695,8/4/2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
696,SSBS/S/2022/696,S-696,8/4/2022,"Harris Bridge, Dapodi",Genepath,0,37.6,0,Negative
718,SSBS/S/2022/718,S-718,15-04-2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
719,SSBS/S/2022/719,S-719,15-04-2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
736,SSBS/S/2022/736,S-736,21-04-2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
746,SSBS/S/2022/746,S-746,22-04-2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
747,SSBS/S/2022/747,S-747,22-04-2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
770,SSBS/S/2022/770,S-770,28-04-2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
771,SSBS/S/2022/771,S-771,29-04-2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
772,SSBS/S/2022/772,S-772,29-04-2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
792,SSBS/S/2022/792,S-792,5/5/2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
793,SSBS/S/2022/793,S-793,6/5/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
794,SSBS/S/2022/794,S-794,6/5/2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
816,SSBS/S/2022/816,S-816,12/5/2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
824,SSBS/S/2022/824,S-824,13-05-2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
825,SSBS/S/2022/825,S-825,13-05-2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
844,SSBS/S/2022/844,S-844,19-05-2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
852,SSBS/S/2022/852,S-852,20-05-2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
853,SSBS/S/2022/853,S-853,20-05-2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
876,SSBS/S/2022/876,S-876,26-05-2022,Dapodi - Old sangvi Bridge,Genepath,0,34.68,33.63,Positive
880,SSBS/S/2022/880,S-880,27-05-2022,"Phugewadi-Dapodi, sai service",Genepath,0,33.93,0,Negative
881,SSBS/S/2022/881,S-881,27-05-2022,"Harris Bridge, Dapodi",Genepath,0,34.55,0,Negative
903,SSBS/S/2022/903,S-903,2/6/2022,Dapodi - Old sangvi Bridge,Genepath,0,34.55,0,Negative
907,SSBS/S/2022/907,S-907,3/6/2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
908,SSBS/S/2022/908,S-908,3/6/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
926,SSBS/S/2022/926,S-926,9/6/2022,Dapodi - Old sangvi Bridge,Genepath,33.35,0,37.25,Negative
931,SSBS/S/2022/931,S-931,10/6/2022,"Harris Bridge, Dapodi",Genepath,0,38.84,0,Negative
932,SSBS/S/2022/932,S-932,10/6/2022,"Phugewadi-Dapodi, sai service",Genepath,0,36.79,0,Negative
953,SSBS/S/2022/953,S-953,16-06-2022,Dapodi - Old sangvi Bridge,Genepath,30,35.3,35.5,Positive
958,SSBS/S/2022/958,S-958,17-06-2022,"Harris Bridge, Dapodi",Genepath,30.2,35.8,35.6,Positive
959,SSBS/S/2022/959,S-959,17-06-2022,"Phugewadi-Dapodi, sai service",Genepath,25.5,34.8,33.4,Positive
982,SSBS/S/2022/982,S-982,23-06-2030,Dapodi - Old sangvi Bridge,Genepath,31,33,34,Positive
985,SSBS/S/2022/985,S-985,24-06-2033,"Phugewadi-Dapodi, sai service",Genepath,32,34,33,Positive
986,SSBS/S/2022/986,S-986,24-06-2034,"Harris Bridge, Dapodi",Genepath,33,39,34,Positive
1005,SSBS/S/2022/1005,S-1005,30-06-2022,Dapodi - Old sangvi Bridge,Genepath,34.4,37.1,36.6,Negative
1013,SSBS/M/2022/1013,S-1013,1/7/2022,"Phugewadi-Dapodi, sai service",Genepath,33.1,0,0,Negative
1014,SSBS/M/2022/1014,S-1014,1/7/2022,"Harris Bridge, Dapodi",Genepath,34.2,0,34.9,Positive
1036,SSBS/M/2022/1036,S-1036,7/7/2022,Dapodi - Old sangvi Bridge,Genepath,34.7,36.1,36.1,Negative
1040,SSBS/M/2022/1040,S-1040,8/7/2022,"Phugewadi-Dapodi, sai service",Genepath,30.9,34.2,33.2,Positive
1041,SSBS/M/2022/1041,S-1041,8/7/2022,"Harris Bridge, Dapodi",Genepath,29.3,32.9,32,Positive
1061,SSBS/M/2022/1061,S-1061,14-07-2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
1063,SSBS/M/2022/1063,S-1063,15-07-2022,"Phugewadi-Dapodi, sai service",Genepath,33.7,37,36.2,Negative
1064,SSBS/M/2022/1064,S-1064,15-07-2022,"Harris Bridge, Dapodi",Genepath,32,35.3,34.3,Positive
1085,SSBS/M/2022/1085,S-1085,21-07-2022,Dapodi - Old sangvi Bridge,Genepath,36.9,0,0,Negative
1088,SSBS/M/2022/1088,S-1088,22-07-2022,"Phugewadi-Dapodi, sai service",Genepath,0,32.6,0,Negative
1089,SSBS/M/2022/1089,S-1089,22-07-2022,"Harris Bridge, Dapodi",Genepath,33.3,38.1,36.5,Negative
1111,SSBS/M/2022/1111,S-1111,28-07-2022,Dapodi - Old sangvi Bridge,Genepath,31.7,0,34.6,Positive
1112,SSBS/M/2022/1112,S-1112,29-07-2022,"Harris Bridge, Dapodi",Genepath,30.8,34.5,33.5,Positive
1113,SSBS/M/2022/1113,S-1113,29-07-2022,"Phugewadi-Dapodi, sai service",Genepath,0,34.7,0,Negative
1136,SSBS/M/2022/1136,S-1136,4/8/2022,Dapodi - Old sangvi Bridge,Genepath,0,0,36.84,Negative
1140,SSBS/M/2022/1140,S-1140,5/8/2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
1141,SSBS/M/2022/1141,S-1141,5/8/2022,"Harris Bridge, Dapodi",Genepath,33.1922,39.2232,36.7353,Negative
1162,SSBS/M/2022/1162,S-1162,12/8/2022,Dapodi - Old sangvi Bridge,Genepath,29.81,0,0,Negative
1176,SSBS/M/2022/1176,S-1176,18-08-2022,Dapodi - Old sangvi Bridge,Genepath,19.31,37.96,37.58,Negative
1178,SSBS/M/2022/1178,S-1178,19-08-2022,"Phugewadi-Dapodi, sai service",Genepath,33.87,0,0,Negative
1179,SSBS/M/2022/1179,S-1179,19-08-2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
1191,SSBS/M/2022/1191,S-1191,24-08-2022,Dapodi - Old sangvi Bridge,Genepath,29.85,38.12,0,Negative
1200,SSBS/M/2022/1200,S-1200,26-08-2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
1201,SSBS/M/2022/1201,S-1201,26-08-2022,"Harris Bridge, Dapodi",Genepath,33.72,0,35.25,Negative
1217,SSBS/M/2022/1217,S-1217,1/9/2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
1219,SSBS/M/2022/1219,S-1219,2/9/2022,"Phugewadi-Dapodi, sai service",Genepath,34.46,0,36.61,Negative
1220,SSBS/M/2022/1220,S-1220,2/9/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
1239,SSBS/M/2022/1239,S-1239,8/9/2022,Dapodi - Old sangvi Bridge,Genepath,40.71,0,36.27,Negative
1259,SSBS/M/2022/1259,S-1259,15-09-2022,Dapodi - Old sangvi Bridge,Genepath,33.7306,0,0,Negative
1261,SSBS/M/2022/1261,S-1261,16-09-2022,"Phugewadi-Dapodi, sai service",Genepath,32.9874,0,36.6172,Negative
1262,SSBS/M/2022/1262,S-1262,16-09-2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
1281,SSBS/M/2022/1281,S-1281,22-09-2022,Dapodi - Old sangvi Bridge,Genepath,0,0,0,Negative
1283,SSBS/M/2022/1283,S-1283,23-09-2022,"Phugewadi-Dapodi, sai service",Genepath,0,0,0,Negative
1284,SSBS/M/2022/1284,S-1284,23-09-2022,"Harris Bridge, Dapodi",Genepath,38.7616,0,37.9391,Negative
1303,SSBS/M/2022/1303,S-1303,29-09-2022,Dapodi - Old sangvi Bridge,Genepath,0,0,23.81,Negative
